COB Date,Trade Date,Account,Account name,Trade Type,Buy/Sell,Quantity,Market,Product,Contract Month,Contract Year,Put/Call Indicator,Strike Price,Contract Currency,Trade Price,Realized P&L (local),Net Realized P&L (local),Clearing + Execution  Commission (local),Total Fees (local)
"20250805","20250610","00102702","","Purchase & Sale","B","2","CME (IMM)","EMINI S&P 500","09","25","","","USD","6064.00000000","-606400.00","-606400.00","0.00","0.00"
"20250805","20250805","00102702","","Purchase & Sale","S","2","CME (IMM)","EMINI S&P 500","09","25","","","USD","6346.25000000","634625.00","634625.00","0.00","0.00"
