COB Date,Trade Date,Account,Account name,Trade Type,Buy/Sell,Quantity,Market,Product,Contract Month,Contract Year,Put/Call Indicator,Strike Price,Contract Currency,Trade Price,Realized P&L (local),Net Realized P&L (local),Clearing + Execution  Commission (local),Total Fees (local)
"20250829","20250610","00119212","","Purchase & Sale","B","4","CME (IMM)","EMINI S&P 500","09","25","","","USD","6064.00000000","-1212800.00","-1212800.00","0.00","0.00"
"20250829","20250829","00119212","","Purchase & Sale","S","1","CME (IMM)","EMINI S&P 500","09","25","","","USD","6466.00000000","323300.00","323300.00","0.00","0.00"
"20250829","20250829","00119212","","Purchase & Sale","S","1","CME (IMM)","EMINI S&P 500","09","25","","","USD","6470.00000000","323500.00","323500.00","0.00","0.00"
"20250829","20250829","00119212","","Purchase & Sale","S","1","CME (IMM)","EMINI S&P 500","09","25","","","USD","6470.50000000","323525.00","323525.00","0.00","0.00"
"20250829","20250829","00119212","","Purchase & Sale","S","1","CME (IMM)","EMINI S&P 500","09","25","","","USD","6471.25000000","323562.50","323562.50","0.00","0.00"
