COB Date,Account,Account Name,Market,Trade Date,Long Qty,Short Qty,Curr,GMI Exch Code,GMI Prod Code,Product,Month,Year,Contract Day,P/C,Strike Price,Trade Price,Stl Price
"20250829","00119212","","CME (IMM)","20250617","3","","USD","16","ES","EMINI S&P 500","09","25","","","","6076.00000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250617","4","","USD","16","ES","EMINI S&P 500","09","25","","","","6076.00000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250618","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6072.25000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250618","2","","USD","16","ES","EMINI S&P 500","09","25","","","","6072.00000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250618","3","","USD","16","ES","EMINI S&P 500","09","25","","","","6068.00000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250618","6","","USD","16","ES","EMINI S&P 500","09","25","","","","6071.75000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250623","2","","USD","16","ES","EMINI S&P 500","09","25","","","","6056.50000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250624","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6132.50000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250624","2","","USD","16","ES","EMINI S&P 500","09","25","","","","6132.50000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250625","2","","USD","16","ES","EMINI S&P 500","09","25","","","","6153.00000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250625","2","","USD","16","ES","EMINI S&P 500","09","25","","","","6152.75000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250625","4","","USD","16","ES","EMINI S&P 500","09","25","","","","6153.00000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250625","4","","USD","16","ES","EMINI S&P 500","09","25","","","","6153.25000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250626","2","","USD","16","ES","EMINI S&P 500","09","25","","","","6177.75000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250626","7","","USD","16","ES","EMINI S&P 500","09","25","","","","6177.75000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250627","3","","USD","16","ES","EMINI S&P 500","09","25","","","","6224.00000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250627","4","","USD","16","ES","EMINI S&P 500","09","25","","","","6223.75000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250630","5","","USD","16","ES","EMINI S&P 500","09","25","","","","6238.25000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250701","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6243.75000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250701","4","","USD","16","ES","EMINI S&P 500","09","25","","","","6244.00000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250703","4","","USD","16","ES","EMINI S&P 500","09","25","","","","6319.25000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250707","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6294.00000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250707","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6294.00000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250707","3","","USD","16","ES","EMINI S&P 500","09","25","","","","6294.25000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250707","3","","USD","16","ES","EMINI S&P 500","09","25","","","","6294.25000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250709","7","","USD","16","ES","EMINI S&P 500","09","25","","","","6292.25000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250714","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6289.00000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250714","2","","USD","16","ES","EMINI S&P 500","09","25","","","","6289.25000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250715","2","","USD","16","ES","EMINI S&P 500","09","25","","","","6322.75000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250716","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6289.00000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250716","2","","USD","16","ES","EMINI S&P 500","09","25","","","","6289.25000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250716","8","","USD","16","ES","EMINI S&P 500","09","25","","","","6289.25000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250717","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6316.00000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250717","4","","USD","16","ES","EMINI S&P 500","09","25","","","","6316.00000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250721","3","","USD","16","ES","EMINI S&P 500","09","25","","","","6368.25000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250721","3","","USD","16","ES","EMINI S&P 500","09","25","","","","6368.25000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250721","3","","USD","16","ES","EMINI S&P 500","09","25","","","","6367.75000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250721","3","","USD","16","ES","EMINI S&P 500","09","25","","","","6367.75000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250721","4","","USD","16","ES","EMINI S&P 500","09","25","","","","6368.00000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250723","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6359.00000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250723","2","","USD","16","ES","EMINI S&P 500","09","25","","","","6359.25000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250731","2","","USD","16","ES","EMINI S&P 500","09","25","","","","6444.25000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250731","2","","USD","16","ES","EMINI S&P 500","09","25","","","","6445.25000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250731","3","","USD","16","ES","EMINI S&P 500","09","25","","","","6444.50000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250801","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6275.25000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250801","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6274.75000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250804","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6336.00000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250805","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6345.00000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250807","2","","USD","16","ES","EMINI S&P 500","09","25","","","","6389.75000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250808","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6407.25000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250808","2","","USD","16","ES","EMINI S&P 500","09","25","","","","6407.00000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250808","3","","USD","16","ES","EMINI S&P 500","09","25","","","","6407.25000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250812","2","","USD","16","ES","EMINI S&P 500","09","25","","","","6444.00000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250812","3","","USD","16","ES","EMINI S&P 500","09","25","","","","6444.00000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250815","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6477.25000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250815","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6478.25000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250815","3","","USD","16","ES","EMINI S&P 500","09","25","","","","6477.25000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250818","3","","USD","16","ES","EMINI S&P 500","09","25","","","","6469.50000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250819","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6464.50000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250819","4","","USD","16","ES","EMINI S&P 500","09","25","","","","6464.25000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250820","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6374.25000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250820","3","","USD","16","ES","EMINI S&P 500","09","25","","","","6375.25000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250820","3","","USD","16","ES","EMINI S&P 500","09","25","","","","6374.75000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250821","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6396.50000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250822","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6489.25000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250825","2","","USD","16","ES","EMINI S&P 500","09","25","","","","6468.25000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250825","2","","USD","16","ES","EMINI S&P 500","09","25","","","","6468.50000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250826","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6481.00000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250826","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6456.75000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250826","2","","USD","16","ES","EMINI S&P 500","09","25","","","","6481.00000000","6472.75000000"
