COB Date,Account,Account Name,Market,Trade Date,Long Qty,Short Qty,Curr,GMI Exch Code,GMI Prod Code,Product,Month,Year,Contract Day,P/C,Strike Price,Trade Price,Stl Price
"20250829","00119212","","CME (IMM)","20250610","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6079.00000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250610","2","","USD","16","ES","EMINI S&P 500","09","25","","","","6079.50000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250610","15","","USD","16","ES","EMINI S&P 500","09","25","","","","6064.00000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250610","56","","USD","16","ES","EMINI S&P 500","09","25","","","","6064.00000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250611","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6112.25000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250612","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6092.75000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250612","2","","USD","16","ES","EMINI S&P 500","09","25","","","","6092.75000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250613","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6039.50000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250613","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6040.50000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250613","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6038.75000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250613","2","","USD","16","ES","EMINI S&P 500","09","25","","","","6039.75000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250616","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6103.00000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250616","2","","USD","16","ES","EMINI S&P 500","09","25","","","","6103.25000000","6472.75000000"
"20250829","00119212","","CME (IMM)","20250617","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6076.25000000","6472.75000000"
"20250829","00124852","","CME (IMM)","20250617","1","","USD","16","ES","EMINI S&P 500","09","25","","","","6076.25000000","6472.75000000"
