"Account Number","Account Name","Cash Account Number","Cash Account Name","Sweep Vehicle Number","Sweep Vehicle Name","Account Group","Reporting Currency Code","Reporting Currency Name","Local Currency Code","Local Currency Name","Location Code","Location Name","Cash Reporting Date","Reference Number","Client Reference Number","Related Reference","Tax Code","Tax Code Description","Transaction Type Code","Transaction Type","Main Transaction Code","Sub Transaction Code","Detailed Transaction Type Name","Transaction Description 1","Transaction Description 2","Transaction Description 3","Transaction Description 4","Transaction Description 5","Transaction Description 6","Trade / Ex Date","Settle / Pay Date","Actual Settle Date","Record Date","Cash Post Date","Cash Value Date","Shares/Par","Local Price/Rate","Local Principal Amount","Local Income Amount","Gross Amount","Source Tax Withheld Amount","Bank Tax Withheld Amount","Opening Balance Local","Transaction Amount Local","Closing Balance Local","Opening Balance Reporting Equivalent","Transaction Amount Reporting Equivalent","Closing Balance Reporting Equivalent","Trading Broker Code","Trading Broker Name","Trading BIC Broker Code","Clearing Broker Code","Clearing Broker Name","Clearing BIC Broker Code","Security Short Description","Security Description 1","Security Description 2","Security  Description 3","Security Description 4","Security Description 5","Exchange Rate","CUSIP/CINS","TICKER","ISIN","SEDOL","VALOREN","SICOVAM","WPK","QUICK","Wire Reference Number","Begin Date","End Date","Report Run Date","Report Run Time","Current Factor","Previous Factor","Amortized Units","Event ID","Flat Tax %","Flat Tax Amount","Solidarity %","Solidarity Amount","Flat Tax Currency","Account - GSP","Extended Account","Opening STIF Balance","STIF Transaction Amount","Closing STIF Balance","Create Date","Last Updated","Contractual Indicator Code","Settlement Policy","CID","IAS Account Number","IAS Account Name","IAS Consolidated Account Number","IAS Consolidated Account Name","GFC Indicator","Issue Currency Code","Accrual Currency Code","Asset Category"
"212156","NYLI MERGER ARBITRAGE ETF","2121568400","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","USD","UNITED STATES DOLLAR","31","NYG","08/07/2025","1252180330144","A958046","","","","S","SELL","SE","101","Sale","MATCHING INSTRUCTION NOT FOUND","RAD AWAITING APPROVAL","1252180178786","N","BROKER : INSTINET                            ADEL DT:","","08/06/2025","08/07/2025","08/07/2025","","08/07/2025","08/07/2025","(54.0000)","198.8200000000","10,736.28","0.00","","","","5,932,691.23","10,735.08","16,908,088.71","5,932,691.23","10,735.08","16,908,088.71","6826000","INSTINET","","67000","INSTINET, LLC","","CHART INDS INC USD 0.01","CHART INDS INC USD 0.01","","","","","1.0000000000","16115Q308","GTLS US","US16115Q3083","B19HNF4","002530522","","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","","","","","","","212156","000000212156","0.00","0.00","0.00","08/06/2025","08/07/2025 01.30.03","N","Actual","5829290091","","","","","Not Applicable","USD","USD","EQUITIES"
"212156","NYLI MERGER ARBITRAGE ETF","2121568400","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","USD","UNITED STATES DOLLAR","31","NYG","08/07/2025","1252180330068","A958037","","","","S","SELL","SE","101","Sale","MATCHING INSTRUCTION NOT FOUND","RAD AWAITING APPROVAL","1252180178774","N","BROKER : INSTINET                            ADEL DT:","","08/06/2025","08/07/2025","08/07/2025","","08/07/2025","08/07/2025","(88.0000)","24.2727000000","2,136.00","0.00","","","","5,932,691.23","2,134.05","16,908,088.71","5,932,691.23","2,134.05","16,908,088.71","6826000","INSTINET","","67000","INSTINET, LLC","","COUCHBASE INC USD 0.00001","COUCHBASE INC USD 0.00001","","","","","1.0000000000","22207T101","BASE US","US22207T1016","BNLYJ71","","","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","","","","","","","212156","000000212156","0.00","0.00","0.00","08/06/2025","08/07/2025 01.30.03","N","Actual","5829290091","","","","","Not Applicable","USD","USD","EQUITIES"
"212156","NYLI MERGER ARBITRAGE ETF","2121568400","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","USD","UNITED STATES DOLLAR","31","NYG","08/07/2025","1252180330066","A958042","","","","S","SELL","SE","101","Sale","MATCHING INSTRUCTION NOT FOUND","RAD AWAITING APPROVAL","1252180178772","N","BROKER : INSTINET                            ADEL DT:","","08/06/2025","08/07/2025","08/07/2025","","08/07/2025","08/07/2025","(1,591.0000)","9.1050000000","14,486.06","0.00","","","","5,932,691.23","14,450.73","16,908,088.71","5,932,691.23","14,450.73","16,908,088.71","6826000","INSTINET","","67000","INSTINET, LLC","","DUN + BRADSTREET HLDGS INC USD 0.01","DUN + BRADSTREET HLDGS INC USD 0.01","","","","","1.0000000000","26484T106","DNB US","US26484T1060","BLF9ZT2","","","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","","","","","","","212156","000000212156","0.00","0.00","0.00","08/06/2025","08/07/2025 01.30.03","N","Actual","5829290091","","","","","Not Applicable","USD","USD","EQUITIES"
"212156","NYLI MERGER ARBITRAGE ETF","2121568400","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","USD","UNITED STATES DOLLAR","31","NYG","08/07/2025","1252180330046","A958043","","","","S","SELL","SE","101","Sale","MATCHING INSTRUCTION NOT FOUND","RAD AWAITING APPROVAL","1252180178761","N","BROKER : INSTINET                            ADEL DT:","","08/06/2025","08/07/2025","08/07/2025","","08/07/2025","08/07/2025","(408.0000)","25.0950000000","10,238.76","0.00","","","","5,932,691.23","10,229.70","16,908,088.71","5,932,691.23","10,229.70","16,908,088.71","6826000","INSTINET","","67000","INSTINET, LLC","","FOOT LOCKER INC USD 0.01","FOOT LOCKER INC USD 0.01","","","","","1.0000000000","344849104","FL US","US3448491049","2980906","001322338","998303","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","","","","","","","212156","000000212156","0.00","0.00","0.00","08/06/2025","08/07/2025 01.30.03","N","Actual","5829290091","","","","","Not Applicable","USD","USD","EQUITIES"
"212156","NYLI MERGER ARBITRAGE ETF","2121568400","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","USD","UNITED STATES DOLLAR","31","NYG","08/07/2025","1252180330109","A958044","","","","S","SELL","SE","101","Sale","MATCHING INSTRUCTION NOT FOUND","RAD AWAITING APPROVAL","1252180178781","N","BROKER : INSTINET                            ADEL DT:","","08/06/2025","08/07/2025","08/07/2025","","08/07/2025","08/07/2025","(489.0000)","36.6000000000","17,897.40","0.00","","","","5,932,691.23","17,886.54","16,908,088.71","5,932,691.23","17,886.54","16,908,088.71","6826000","INSTINET","","67000","INSTINET, LLC","","FRONTIER COMMUNICATIONS PA USD 0.25","FRONTIER COMMUNICATIONS PA USD 0.25","","","","","1.0000000000","35909D109","FYBR US","US35909D1090","BP0V999","","","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","","","","","","","212156","000000212156","0.00","0.00","0.00","08/06/2025","08/07/2025 01.30.03","N","Actual","5829290091","","","","","Not Applicable","USD","USD","EQUITIES"
"212156","NYLI MERGER ARBITRAGE ETF","2121568400","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","USD","UNITED STATES DOLLAR","31","NYG","08/07/2025","1252180330385","A958045","","","","S","SELL","SE","101","Sale","MATCHING INSTRUCTION NOT FOUND","RAD AWAITING APPROVAL","1252180178856","N","BROKER : INSTINET                            ADEL DT:","","08/06/2025","08/07/2025","08/07/2025","","08/07/2025","08/07/2025","(91.0000)","109.6509000000","9,978.23","0.00","","","","5,932,691.23","9,976.20","16,908,088.71","5,932,691.23","9,976.20","16,908,088.71","6826000","INSTINET","","67000","INSTINET, LLC","","GMS INC USD 0.01","GMS INC USD 0.01","","","","","1.0000000000","36251C103","GMS US","US36251C1036","BYY9FS3","029105112","","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","","","","","","","212156","000000212156","0.00","0.00","0.00","08/06/2025","08/07/2025 01.30.03","N","Actual","5829290091","","","","","Not Applicable","USD","USD","EQUITIES"
"212156","NYLI MERGER ARBITRAGE ETF","2121568400","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","USD","UNITED STATES DOLLAR","31","NYG","08/07/2025","1252180330404","A958048","","","","S","SELL","SE","101","Sale","MATCHING INSTRUCTION NOT FOUND","RAD AWAITING APPROVAL","1252180178868","N","BROKER : INSTINET                            ADEL DT:","","08/06/2025","08/07/2025","08/07/2025","","08/07/2025","08/07/2025","(474.0000)","24.7000000000","11,707.80","0.00","","","","5,932,691.23","11,697.28","16,908,088.71","5,932,691.23","11,697.28","16,908,088.71","6826000","INSTINET","","67000","INSTINET, LLC","","INFORMATICA INC USD 0.01","INFORMATICA INC USD 0.01","","","","","1.0000000000","45674M101","INFA US","US45674M1018","BMG95P4","","","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","","","","","","","212156","000000212156","0.00","0.00","0.00","08/06/2025","08/07/2025 01.30.03","N","Actual","5829290091","","","","","Not Applicable","USD","USD","EQUITIES"
"212156","NYLI MERGER ARBITRAGE ETF","2121568400","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","USD","UNITED STATES DOLLAR","31","NYG","08/07/2025","1252180330391","A958050","","","","S","SELL","SE","101","Sale","MATCHING INSTRUCTION NOT FOUND","RAD AWAITING APPROVAL","1252180178858","N","BROKER : INSTINET                            ADEL DT:","","08/06/2025","08/07/2025","08/07/2025","","08/07/2025","08/07/2025","(218.0000)","79.8151000000","17,399.69","0.00","","","","5,932,691.23","17,394.85","16,908,088.71","5,932,691.23","17,394.85","16,908,088.71","6826000","INSTINET","","67000","INSTINET, LLC","","KELLANOVA USD 0.25","KELLANOVA USD 0.25","","","","","1.0000000000","487836108","K US","US4878361082","2486813","000944624","952202","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","","","","","","","212156","000000212156","0.00","0.00","0.00","08/06/2025","08/07/2025 01.30.03","N","Actual","5829290091","","","","","Not Applicable","USD","USD","EQUITIES"
"212156","NYLI MERGER ARBITRAGE ETF","2121568400","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","USD","UNITED STATES DOLLAR","31","NYG","08/07/2025","1252180330205","A958052","","","","S","SELL","SE","101","Sale","MATCHING INSTRUCTION NOT FOUND","RAD AWAITING APPROVAL","1252180178813","N","BROKER : INSTINET                            ADEL DT:","","08/06/2025","08/07/2025","08/07/2025","","08/07/2025","08/07/2025","(348.0000)","13.7116000000","4,771.64","0.00","","","","5,932,691.23","4,763.91","16,908,088.71","5,932,691.23","4,763.91","16,908,088.71","6826000","INSTINET","","67000","INSTINET, LLC","","MRC GLOBAL INC USD 0.01","MRC GLOBAL INC USD 0.01","","","","","1.0000000000","55345K103","MRC US","US55345K1034","B7M66F1","018316149","","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","","","","","","","212156","000000212156","0.00","0.00","0.00","08/06/2025","08/07/2025 01.30.03","N","Actual","5829290091","","","","","Not Applicable","USD","USD","EQUITIES"
"212156","NYLI MERGER ARBITRAGE ETF","2121568400","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","USD","UNITED STATES DOLLAR","31","NYG","08/07/2025","1252180330100","A958040","","","","S","SELL","SE","101","Sale","MATCHING INSTRUCTION NOT FOUND","RAD AWAITING APPROVAL","1252180178778","N","BROKER : INSTINET                            ADEL DT:","","08/06/2025","08/07/2025","08/07/2025","","08/07/2025","08/07/2025","(84.0000)","187.2389000000","15,728.07","0.00","","","","5,932,691.23","15,726.21","16,908,088.71","5,932,691.23","15,726.21","16,908,088.71","6826000","INSTINET","","67000","INSTINET, LLC","","MR COOPER GROUP INC USD 0.01","MR COOPER GROUP INC USD 0.01","","","","","1.0000000000","62482R107","COOP US","US62482R1077","BGHKHS1","","","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","","","","","","","212156","000000212156","0.00","0.00","0.00","08/06/2025","08/07/2025 01.30.03","N","Actual","5829290091","","","","","Not Applicable","USD","USD","EQUITIES"
"212156","NYLI MERGER ARBITRAGE ETF","2121568400","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","USD","UNITED STATES DOLLAR","31","NYG","08/07/2025","1252180330396","A958054","","","","S","SELL","SE","101","Sale","MATCHING INSTRUCTION NOT FOUND","RAD AWAITING APPROVAL","1252180178860","N","BROKER : INSTINET                            ADEL DT:","","08/06/2025","08/07/2025","08/07/2025","","08/07/2025","08/07/2025","(45.0000)","281.7300000000","12,677.85","0.00","","","","5,932,691.23","12,676.85","16,908,088.71","5,932,691.23","12,676.85","16,908,088.71","6826000","INSTINET","","67000","INSTINET, LLC","","NORFOLK SOUTHN CORP USD 1.0","NORFOLK SOUTHN CORP USD 1.0","","","","","1.0000000000","655844108","NSC US","US6558441084","2641894","000957370","969095","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","","","","","","","212156","000000212156","0.00","0.00","0.00","08/06/2025","08/07/2025 01.30.04","N","Actual","5829290091","","","","","Not Applicable","USD","USD","EQUITIES"
"212156","NYLI MERGER ARBITRAGE ETF","2121568400","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","USD","UNITED STATES DOLLAR","31","NYG","08/07/2025","1252180330428","A958065","","","","S","SELL","SE","101","Sale","MATCHING INSTRUCTION NOT FOUND","RAD AWAITING APPROVAL","1252180178882","N","BROKER : INSTINET                            ADEL DT:","","08/06/2025","08/07/2025","08/07/2025","","08/07/2025","08/07/2025","(230.0000)","56.9437000000","13,097.05","0.00","","","","5,932,691.23","13,091.94","16,908,088.71","5,932,691.23","13,091.94","16,908,088.71","6826000","INSTINET","","67000","INSTINET, LLC","","TXNM ENERGY INC NPV","TXNM ENERGY INC NPV","","","","","1.0000000000","69349H107","TXNM US","US69349H1077","2707826","001350386","976246","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","","","","","","","212156","000000212156","0.00","0.00","0.00","08/06/2025","08/07/2025 01.30.03","N","Actual","5829290091","","","","","Not Applicable","USD","USD","EQUITIES"
"212156","NYLI MERGER ARBITRAGE ETF","2121568400","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","USD","UNITED STATES DOLLAR","31","NYG","08/07/2025","1252180330412","A958056","","","","S","SELL","SE","101","Sale","MATCHING INSTRUCTION NOT FOUND","RAD AWAITING APPROVAL","1252180178870","N","BROKER : INSTINET                            ADEL DT:","","08/06/2025","08/07/2025","08/07/2025","","08/07/2025","08/07/2025","(342.0000)","21.6562000000","7,406.42","0.00","","","","5,932,691.23","7,398.83","16,908,088.71","5,932,691.23","7,398.83","16,908,088.71","6826000","INSTINET","","67000","INSTINET, LLC","","PACIFIC PREMIER BANCORP IN USD 0.01","PACIFIC PREMIER BANCORP IN USD 0.01","","","","","1.0000000000","69478X105","PPBI US","US69478X1054","2767217","001476844","","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","","","","","","","212156","000000212156","0.00","0.00","0.00","08/06/2025","08/07/2025 01.30.03","N","Actual","5829290091","","","","","Not Applicable","USD","USD","EQUITIES"
"212156","NYLI MERGER ARBITRAGE ETF","2121568400","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","USD","UNITED STATES DOLLAR","31","NYG","08/07/2025","1252180330424","A958057","","","","S","SELL","SE","101","Sale","MATCHING INSTRUCTION NOT FOUND","RAD AWAITING APPROVAL","1252180178888","N","BROKER : INSTINET                            ADEL DT:","","08/06/2025","08/07/2025","08/07/2025","","08/07/2025","08/07/2025","(167.0000)","23.9200000000","3,994.64","0.00","","","","5,932,691.23","3,990.93","16,908,088.71","5,932,691.23","3,990.93","16,908,088.71","6826000","INSTINET","","67000","INSTINET, LLC","","PROASSURANCE CORP USD 0.01","PROASSURANCE CORP USD 0.01","","","","","1.0000000000","74267C106","PRA US","US74267C1062","2612737","001244937","","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","","","","","","","212156","000000212156","0.00","0.00","0.00","08/06/2025","08/07/2025 01.30.03","N","Actual","5829290091","","","","","Not Applicable","USD","USD","EQUITIES"
"212156","NYLI MERGER ARBITRAGE ETF","2121568400","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","USD","UNITED STATES DOLLAR","31","NYG","08/07/2025","1252170517192","A957999","","","","S","SELL","SE","112","Sale- Mutual Fund order","SECURITIES ARE LOANED OUT","N","SEDOL #: BDFDQP1  ISIN #: US78468R6633","DESC : SPDR SERIE SPDR BLOOMBERG 1-3 MONTH","BROKER : PERSHING LLC                        ADEL DT:","","08/05/2025","08/06/2025","","","","","(109,075.0000)","91.4800000000","9,978,181.00","0.00","","","","5,932,691.23","9,975,759.53","16,908,088.71","5,932,691.23","9,975,759.53","16,908,088.71","443000","PERSHING LLC","","443000","PERSHING LLC","","SPDR SERIE SPDR BLOOMBERG 1-3 MONTH","SPDR SERIE SPDR BLOOMBERG 1-3 MONTH","","","","","1.0000000000","78468R663","BIL US","US78468R6633","BDFDQP1","039221820","","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","","","","","","","212156","000000212156","0.00","0.00","0.00","08/05/2025","08/06/2025 19.55.24","N","Actual","5829290091","","","","","Not Applicable","USD","USD","EQUITIES"
"212156","NYLI MERGER ARBITRAGE ETF","2121568400","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","USD","UNITED STATES DOLLAR","31","NYG","08/07/2025","1252180330099","A958062","","","","S","SELL","SE","101","Sale","MATCHING INSTRUCTION NOT FOUND","RAD AWAITING APPROVAL","1252180178783","N","BROKER : INSTINET                            ADEL DT:","","08/06/2025","08/07/2025","08/07/2025","","08/07/2025","08/07/2025","(467.0000)","18.7400000000","8,751.58","0.00","","","","5,932,691.23","8,741.21","16,908,088.71","5,932,691.23","8,741.21","16,908,088.71","6826000","INSTINET","","67000","INSTINET, LLC","","SITIO ROYALTIES CORP NEW USD 0.0001","SITIO ROYALTIES CORP NEW USD 0.0001","","","","","1.0000000000","82983N108","STR US","US82983N1081","BMF9G85","","","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","","","","","","","212156","000000212156","0.00","0.00","0.00","08/06/2025","08/07/2025 01.30.04","N","Actual","5829290091","","","","","Not Applicable","USD","USD","EQUITIES"
"212156","NYLI MERGER ARBITRAGE ETF","2121568400","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","USD","UNITED STATES DOLLAR","31","NYG","08/07/2025","1252180330414","A958060","","","","S","SELL","SE","101","Sale","MATCHING INSTRUCTION NOT FOUND","RAD AWAITING APPROVAL","1252180178874","N","BROKER : INSTINET                            ADEL DT:","","08/06/2025","08/07/2025","08/07/2025","","08/07/2025","08/07/2025","(205.0000)","63.0750000000","12,930.38","0.00","","","","5,932,691.23","12,925.82","16,908,088.71","5,932,691.23","12,925.82","16,908,088.71","6826000","INSTINET","","67000","INSTINET, LLC","","SKECHERS U S A INC USD 0.001","SKECHERS U S A INC USD 0.001","","","","","1.0000000000","830566105","SKX US","US8305661055","2428042","000812362","","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","","","","","","","212156","000000212156","0.00","0.00","0.00","08/06/2025","08/07/2025 01.30.03","N","Actual","5829290091","","","","","Not Applicable","USD","USD","EQUITIES"
"212156","NYLI MERGER ARBITRAGE ETF","2121568400","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","USD","UNITED STATES DOLLAR","31","NYG","08/07/2025","1252180330366","A958061","","","","S","SELL","SE","101","Sale","MATCHING INSTRUCTION NOT FOUND","RAD AWAITING APPROVAL","1252180178855","N","BROKER : INSTINET                            ADEL DT:","","08/06/2025","08/07/2025","08/07/2025","","08/07/2025","08/07/2025","(240.0000)","26.6050000000","6,385.20","0.00","","","","5,932,691.23","6,379.87","16,908,088.71","5,932,691.23","6,379.87","16,908,088.71","6826000","INSTINET","","67000","INSTINET, LLC","","SPARTANNASH CO NPV","SPARTANNASH CO NPV","","","","","1.0000000000","847215100","SPTN US","US8472151005","BN40158","024570954","","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","","","","","","","212156","000000212156","0.00","0.00","0.00","08/06/2025","08/07/2025 01.30.03","N","Actual","5829290091","","","","","Not Applicable","USD","USD","EQUITIES"
"212156","NYLI MERGER ARBITRAGE ETF","2121568400","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","USD","UNITED STATES DOLLAR","31","NYG","08/07/2025","1252180330403","A958066","","","","S","SELL","SE","101","Sale","MATCHING INSTRUCTION NOT FOUND","RAD AWAITING APPROVAL","1252180178863","N","BROKER : INSTINET                            ADEL DT:","","08/06/2025","08/07/2025","08/07/2025","","08/07/2025","08/07/2025","(135.0000)","31.0700000000","4,194.45","0.00","","","","5,932,691.23","4,191.45","16,908,088.71","5,932,691.23","4,191.45","16,908,088.71","6826000","INSTINET","","67000","INSTINET, LLC","","VERITEX HLDGS INC USD 0.01","VERITEX HLDGS INC USD 0.01","","","","","1.0000000000","923451108","VBTX US","US9234511080","BRCYYB7","025359703","","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","","","","","","","212156","000000212156","0.00","0.00","0.00","08/06/2025","08/07/2025 01.30.03","N","Actual","5829290091","","","","","Not Applicable","USD","USD","EQUITIES"
"212156","NYLI MERGER ARBITRAGE ETF","2121568400","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","USD","UNITED STATES DOLLAR","31","NYG","08/07/2025","1252180330425","A958067","","","","S","SELL","SE","101","Sale","MATCHING INSTRUCTION NOT FOUND","RAD AWAITING APPROVAL","1252180178879","N","BROKER : INSTINET                            ADEL DT:","","08/06/2025","08/07/2025","08/07/2025","","08/07/2025","08/07/2025","(91.0000)","105.2200000000","9,575.02","0.00","","","","5,932,691.23","9,572.99","16,908,088.71","5,932,691.23","9,572.99","16,908,088.71","6826000","INSTINET","","67000","INSTINET, LLC","","VERONA PHARMA PLC NPV ADR","VERONA PHARMA PLC NPV ADR","","","","","1.0000000000","925050106","VRNA US","US9250501064","BYWPZK5","","","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","","","","","","","212156","000000212156","0.00","0.00","0.00","08/06/2025","08/07/2025 01.30.03","N","Actual","5829290091","","","","","Not Applicable","GBP","USD","EQUITIES"
"212156","NYLI MERGER ARBITRAGE ETF","2121568400","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","USD","UNITED STATES DOLLAR","31","NYG","08/07/2025","1252180330427","A958068","","","","S","SELL","SE","101","Sale","MATCHING INSTRUCTION NOT FOUND","RAD AWAITING APPROVAL","1252180178881","N","BROKER : INSTINET                            ADEL DT:","","08/06/2025","08/07/2025","08/07/2025","","08/07/2025","08/07/2025","(1,639.0000)","11.6950000000","19,168.11","0.00","","","","5,932,691.23","19,131.72","16,908,088.71","5,932,691.23","19,131.72","16,908,088.71","6826000","INSTINET","","67000","INSTINET, LLC","","WALGREENS BOOTS ALLIANCE I USD 0.01","WALGREENS BOOTS ALLIANCE I USD 0.01","","","","","1.0000000000","931427108","WBA US","US9314271084","BTN1Y44","026526295","996915","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","","","","","","","212156","000000212156","0.00","0.00","0.00","08/06/2025","08/07/2025 01.30.03","N","Actual","5829290091","","","","","Not Applicable","USD","USD","EQUITIES"
"212156","NYLI MERGER ARBITRAGE ETF","2121568400","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","USD","UNITED STATES DOLLAR","31","NYG","08/08/2025","P25080618894-05","A958064","","","","FX","FOREIGN EXCHANGE","C","868","Sell Spot Foreign Exchange- BNY SI","1252180330398","EXCH RATE :        1.16180250000 THEIRS   TRADE DT  :06AUG25","CUST REF  :A958064         REL REF: P25080618894NYCR","BROKER    :DIMS SECURITIES TRADING BNYM FX     FXVD :08AUG25","","","08/06/2025","08/08/2025","","","","","(12,989.0500)","1.1618025000","","","","","","16,908,088.71","15,090.71","16,965,709.22","16,908,088.71","15,090.71","16,965,709.22","300000095","DIMS SECURITIES TRADING BNYM FX","","300000095","DIMS SECURITIES TRADING BNYM FX","","","","","","","","1.0000000000","","","","","","","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","","","","","","","212156","000000212156","0.00","0.00","0.00","08/06/2025","08/06/2025 11.02.27","","","5829290091","","","","","","","",""
"212156","NYLI MERGER ARBITRAGE ETF","2121568400","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","USD","UNITED STATES DOLLAR","31","NYG","08/08/2025","P25080618895-05","A958063","","","","FX","FOREIGN EXCHANGE","C","868","Sell Spot Foreign Exchange- BNY SI","1252180330248","EXCH RATE :       10.20892168000 THEIRS   TRADE DT  :06AUG25","CUST REF  :A958063         REL REF: P25080618895NYCR","BROKER    :DIMS SECURITIES TRADING BNYM FX     FXVD :08AUG25","","","08/06/2025","08/08/2025","","","","","(169,559.6600)","10.2089216000","","","","","","16,908,088.71","16,608.97","16,965,709.22","16,908,088.71","16,608.97","16,965,709.22","300000095","DIMS SECURITIES TRADING BNYM FX","","300000095","DIMS SECURITIES TRADING BNYM FX","","","","","","","","1.0000000000","","","","","","","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","","","","","","","212156","000000212156","0.00","0.00","0.00","08/06/2025","08/06/2025 11.02.27","","","5829290091","","","","","","","",""
"212156","NYLI MERGER ARBITRAGE ETF","2121568400","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","USD","UNITED STATES DOLLAR","31","NYG","08/08/2025","P25080618898-05","A958049","","","","FX","FOREIGN EXCHANGE","C","868","Sell Spot Foreign Exchange- BNY SI","1252180330401","EXCH RATE :        1.33170050000 THEIRS   TRADE DT  :06AUG25","CUST REF  :A958049         REL REF: P25080618898NYCR","BROKER    :DIMS SECURITIES TRADING BNYM FX     FXVD :08AUG25","","","08/06/2025","08/08/2025","","","","","(5,406.9700)","1.3317005000","","","","","","16,908,088.71","7,200.46","16,965,709.22","16,908,088.71","7,200.46","16,965,709.22","300000095","DIMS SECURITIES TRADING BNYM FX","","300000095","DIMS SECURITIES TRADING BNYM FX","","","","","","","","1.0000000000","","","","","","","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","","","","","","","212156","000000212156","0.00","0.00","0.00","08/06/2025","08/06/2025 11.02.27","","","5829290091","","","","","","","",""
