,row,column,value,cusip_row,cusip_column
487,ESBA,FISK,0.2603749388261615,292102100,292102308
488,ESBA,OGCP,0.23992189741328146,292102100,292102209
527,FISK,ESBA,0.2603749388261615,292102308,292102100
529,FISK,OGCP,0.11406659610791742,292102308,292102209
532,FLNT,COGT,0.04523629305088181,34380C102 19241Q101 44938L108 34380C201 G88685105 88674Y105 G8005Y106 G8005Y205,19240Q201 903214104 19240Q102
545,FOX,FOXA,0.9388077714286966,35137L204,35137L105
546,FOX,NWS,0.0669969265137294,35137L204,65249B208
547,FOX,NWSA,0.008889422992790986,35137L204,65249B109
549,FOXA,FOX,0.9388077714286966,35137L105,35137L204
551,FOXA,NWS,0.08054054275199386,35137L105,65249B208
552,FOXA,NWSA,0.0395152439375042,35137L105,65249B109
568,FWONA,BATRA,0.09962270822030518,531229870 531229102 531229771,047726104
570,FWONA,FWONK,0.8906288489804379,531229870 531229102 531229771,531229854
571,FWONA,LSXMA,0.07768767369267765,531229870 531229102 531229771,531229409
573,FWONK,BATRA,0.20182249488033016,531229854,047726104
574,FWONK,FWONA,0.8906288489804379,531229854,531229870 531229102 531229771
576,FWONK,LSXMA,0.33337116075258827,531229854,531229409
590,GEF,GEF.B,0.6767292760902833,397624107,397624206
591,GEF.B,GEF,0.6767292760902833,397624206,397624107
602,GIG,GIGGU,0.9039888385036611,37518G101,37518G200
604,GIGGU,GIG,0.9039888385036611,37518G200,37518G101
627,GOOG,GOOGL,0.9870951151118755,02079K107 38259P706,02079K305 38259P508
628,GOOGL,GOOG,0.9870951151118755,02079K305 38259P508,02079K107 38259P706
641,GTM,EPM,0.4008356393500635,40274U108 527367205 28368B102,30049A107 756048104 756048203 63887P100 756048500
644,GTN,GTN.A,0.13996719493306936,389375106 389190208 389190109,389375205
645,GTN.A,GTN,0.13996719493306936,389375205,389375106 389190208 389190109
658,HEI,HEI.A,0.935760571416765,422806109,422806208
659,HEI.A,HEI,0.935760571416765,422806208,422806109
690,HTH,ARC,0.08954741798590173,432748101 008273104,00191G103 029263100
697,HVT,HVT.A,0.21137918363509817,419596101,419596200
698,HVT.A,HVT,0.21137918363509817,419596200,419596101
704,HYAC,ARKO,-0.05817407477278637,G4375F108,041242108 42087L101 42087L200
748,IR,TT,-0.00501581643849908,45687V106 36555P107,G8994E103 G47791101 G4776G101 456866102
773,KELYA,KELYB,0.047396510197181156,488152208,488152307
774,KELYB,KELYA,0.047396510197181156,488152307,488152208
806,LBRDA,LBRDK,0.8815878203283003,530307107,530307305
808,LBRDK,LBRDA,0.8815878203283003,530307305,530307107
811,LBTYA,LBTYB,0.20908962966449832,G5480U104 G61188101 530555101 530719103 530719202,G5480U112 530555200
812,LBTYA,LBTYK,0.8165289128476689,G5480U104 G61188101 530555101 530719103 530719202,G5480U120 530555309
813,LBTYA,LILA,0.21383776091211407,G5480U104 G61188101 530555101 530719103 530719202,G9001E102 G5480U138
814,LBTYA,LILAK,0.22918501296995464,G5480U104 G61188101 530555101 530719103 530719202,G5480U153 G9001E128
815,LBTYB,LBTYA,0.20908962966449832,G5480U112 530555200,G5480U104 G61188101 530555101 530719103 530719202
817,LBTYB,LBTYK,0.28773562796098445,G5480U112 530555200,G5480U120 530555309
818,LBTYB,LILA,0.005300289108288767,G5480U112 530555200,G9001E102 G5480U138
819,LBTYB,LILAK,0.0017439929244499192,G5480U112 530555200,G5480U153 G9001E128
820,LBTYK,LBTYA,0.8165289128476689,G5480U120 530555309,G5480U104 G61188101 530555101 530719103 530719202
821,LBTYK,LBTYB,0.28773562796098445,G5480U120 530555309,G5480U112 530555200
823,LBTYK,LILA,0.14489123264791148,G5480U120 530555309,G9001E102 G5480U138
824,LBTYK,LILAK,0.18913840315204622,G5480U120 530555309,G5480U153 G9001E128
833,LEN,LEN.B,0.9443387851183296,526057104,526057302
834,LEN.B,LEN,0.9443387851183296,526057302,526057104
845,LILA,LBTYA,0.21383776091211407,G9001E102 G5480U138,G5480U104 G61188101 530555101 530719103 530719202
846,LILA,LBTYB,0.005300289108288767,G9001E102 G5480U138,G5480U112 530555200
847,LILA,LBTYK,0.14489123264791148,G9001E102 G5480U138,G5480U120 530555309
849,LILA,LILAK,0.966649316412971,G9001E102 G5480U138,G5480U153 G9001E128
850,LILAK,LBTYA,0.22918501296995464,G5480U153 G9001E128,G5480U104 G61188101 530555101 530719103 530719202
851,LILAK,LBTYB,0.0017439929244499192,G5480U153 G9001E128,G5480U112 530555200
852,LILAK,LBTYK,0.18913840315204622,G5480U153 G9001E128,G5480U120 530555309
853,LILAK,LILA,0.966649316412971,G5480U153 G9001E128,G9001E102 G5480U138
878,LSXMA,BATRA,0.28358875795893157,531229409,047726104
879,LSXMA,FWONA,0.07768767369267765,531229409,531229870 531229102 531229771
880,LSXMA,FWONK,0.33337116075258827,531229409,531229854
897,MBOT,STEM,0.04979285381860203,85857R204 59503A204 59503A105 85857R303 85857R105 232923102,85859N102 855185104
925,MKC,MKC.V,0.7102526233457762,579780206,579780107
926,MKC.V,MKC,0.7102526233457762,579780107,579780206
934,MOG.A,MOG.B,0.11887094350329348,615394202,615394301
935,MOG.B,MOG.A,0.11887094350329348,615394301,615394202
955,MTRN,BW,0.08875974703211717,576690101 117421107,05614L100 05614L209
967,NAVI,SLM,0.3405954003009807,63938C108,78442P106 78442A109 90390U102
1015,NWS,FOX,0.0669969265137294,65249B208,35137L204
1016,NWS,FOXA,0.08054054275199386,65249B208,35137L105
1018,NWS,NWSA,0.8291313199852967,65249B208,65249B109
1019,NWSA,FOX,0.008889422992790986,65249B109,35137L204
1020,NWSA,FOXA,0.0395152439375042,65249B109,35137L105
1021,NWSA,NWS,0.8291313199852967,65249B109,65249B208
1033,OGCP,ESBA,0.23992189741328146,292102209,292102100
1034,OGCP,FISK,0.11406659610791742,292102209,292102308
1074,PAR,PTC,0.0002804566320937316,698884103,69370C100 699173209 699173100
1087,PCT,PCTTU,0.10260824285305889,74623V103 778675108,778675207 74623V202
1088,PCTTU,PCT,0.10260824285305889,778675207 74623V202,74623V103 778675108
1099,PHGE,PHGE.U,0.22848215821771453,09090D103 09090D301 15957A108,15957A207 09090D202
1100,PHGE.U,PHGE,0.22848215821771453,15957A207 09090D202,09090D103 09090D301 15957A108
1125,PRG,AAN,0.2480240415289756,002535300 74319R101 00258R109,00258W108
1138,PTC,PAR,0.0002804566320937316,69370C100 699173209 699173100,698884103
1163,RDI,RDIB,0.11833746223978996,755408101 172862104 172862302 172862203,755408200
1164,RDIB,RDI,0.11833746223978996,755408200,755408101 172862104 172862302 172862203
1197,RUSHA,RUSHB,0.6594347907337008,781846209 781846100,781846308
1198,RUSHB,RUSHA,0.6594347907337008,781846308,781846209 781846100
1219,SENEA,SENEB,0.14279612511515813,817070501 817070709,817070105
1220,SENEB,SENEA,0.14279612511515813,817070105,817070501 817070709
1245,SLM,NAVI,0.3405954003009807,78442P106 78442A109 90390U102,63938C108
1295,STEM,MBOT,0.04979285381860203,85859N102 855185104,85857R204 59503A204 59503A105 85857R303 85857R105 232923102
1311,SWBI,AOUT,0.03257418647400607,831754106 831756101 02874P103,02875D109
1323,TACO,TACOU,0.8892845274761609,245496104 52748T104,52748T203
1325,TACOU,TACO,0.8892845274761609,52748T203,245496104 52748T104
1329,TAP,TAP.A,0.17753281253266595,60871R209 217016104,60871R100
1330,TAP.A,TAP,0.17753281253266595,60871R100,60871R209 217016104
1346,TGE,DWSN,0.10796106837593376,874696107,239360100 872417308 872417100
1378,TT,IR,-0.00501581643849908,G8994E103 G47791101 G4776G101 456866102,45687V106 36555P107
1389,UA,UAA,0.9578046381640377,904311206,904311107
1390,UAA,UA,0.9578046381640377,904311107,904311206
1402,UONE,UONEK,0.07429311698191463,91705J105 75040P108,75040P405 91705J204
1403,UONEK,UONE,0.07429311698191463,75040P405 91705J204,91705J105 75040P108
1406,USB,ASRV,-0.01933465410287345,902973304 33763V109 319279105 319279501 855083101,03074A102 917292104
1416,VC,VTR,-0.010688385161151823,92839U206,92276F100 922602107
1447,VTR,VC,-0.010688385161151823,92276F100 922602107,92839U206
1493,WSO,WSO.B,0.18482905907102662,942622200,942622101
1494,WSO.B,WSO,0.18482905907102662,942622101,942622200
1515,Z,ZG,0.983393247067534,98954M200,98954M101 98954A107
1518,ZG,Z,0.983393247067534,98954M101 98954A107,98954M200
