,row,column,value,cusip_row,cusip_column
485,EPM,GTM,0.3065729914118242,30049A107 756048104 756048203 63887P100 756048500,98980F104
491,ESBA,FISK,0.22633573683995836,292102100,292102308
492,ESBA,OGCP,0.23928628465022725,292102100,292102209
530,FISK,ESBA,0.22633573683995836,292102308,292102100
532,FISK,OGCP,0.11406659610791742,292102308,292102209
535,FLNT,COGT,0.06701387450506176,34380C102 19241Q101 44938L108 34380C201 G88685105 88674Y105 G8005Y106 G8005Y205,19240Q201 903214104 19240Q102
547,FOX,FOXA,0.9391697831731984,35137L204,35137L105
548,FOX,NWS,0.055065612982242926,35137L204,65249B208
549,FOX,NWSA,0.00997890983489417,35137L204,65249B109
551,FOXA,FOX,0.9391697831731984,35137L105,35137L204
553,FOXA,NWS,0.06553101795281994,35137L105,65249B208
554,FOXA,NWSA,0.037359740176097424,35137L105,65249B109
571,FWONA,BATRA,0.0875907719045216,531229870 531229102 531229771,047726104
573,FWONA,FWONK,0.8960663338313938,531229870 531229102 531229771,531229854
574,FWONA,LSXMA,0.1031575000004289,531229870 531229102 531229771,531229409
576,FWONK,BATRA,0.18808408631070764,531229854,047726104
577,FWONK,FWONA,0.8960663338313938,531229854,531229870 531229102 531229771
579,FWONK,LSXMA,0.327468907260645,531229854,531229409
594,GEF,GEF.B,0.6691133157750782,397624107,397624206
595,GEF.B,GEF,0.6691133157750782,397624206,397624107
606,GIG,GIGGU,0.9036994763356172,37518G101,37518G200
608,GIGGU,GIG,0.9036994763356172,37518G200,37518G101
631,GOOG,GOOGL,0.9869484363469653,02079K107 38259P706,02079K305 38259P508
632,GOOGL,GOOG,0.9869484363469653,02079K305 38259P508,02079K107 38259P706
645,GTM,EPM,0.3065729914118242,98980F104,30049A107 756048104 756048203 63887P100 756048500
648,GTN,GTN.A,0.14258744541331422,389375106 389190208 389190109,389375205
649,GTN.A,GTN,0.14258744541331422,389375205,389375106 389190208 389190109
662,HEI,HEI.A,0.9358710203559594,422806109,422806208
663,HEI.A,HEI,0.9358710203559594,422806208,422806109
694,HTH,ARC,0.06827410810367295,432748101 008273104,00191G103 029263100
701,HVT,HVT.A,0.21490263959108916,419596101,419596200
702,HVT.A,HVT,0.21490263959108916,419596200,419596101
708,HYAC,ARKO,-0.02802972836050826,G4375F108,041242108 42087L101 42087L200
753,IR,TT,-0.017355679417365637,45687V106 36555P107,G8994E103 G47791101 G4776G101 456866102
778,KELYA,KELYB,0.030230937882823515,488152208,488152307
779,KELYB,KELYA,0.030230937882823515,488152307,488152208
811,LBRDA,LBRDK,0.887703960087479,530307107,530307305
813,LBRDK,LBRDA,0.887703960087479,530307305,530307107
816,LBTYA,LBTYB,0.24604822250182964,G5480U104 G61188101 530555101 530719103 530719202,G5480U112 530555200
817,LBTYA,LBTYK,0.8225859436545624,G5480U104 G61188101 530555101 530719103 530719202,G5480U120 530555309
818,LBTYA,LILA,0.2182489307023688,G5480U104 G61188101 530555101 530719103 530719202,G9001E102 G5480U138
819,LBTYA,LILAK,0.24148085892163246,G5480U104 G61188101 530555101 530719103 530719202,G5480U153 G9001E128
820,LBTYB,LBTYA,0.24604822250182964,G5480U112 530555200,G5480U104 G61188101 530555101 530719103 530719202
822,LBTYB,LBTYK,0.31075445534384943,G5480U112 530555200,G5480U120 530555309
823,LBTYB,LILA,0.014715545210602041,G5480U112 530555200,G9001E102 G5480U138
824,LBTYB,LILAK,0.018014524412697037,G5480U112 530555200,G5480U153 G9001E128
825,LBTYK,LBTYA,0.8225859436545624,G5480U120 530555309,G5480U104 G61188101 530555101 530719103 530719202
826,LBTYK,LBTYB,0.31075445534384943,G5480U120 530555309,G5480U112 530555200
828,LBTYK,LILA,0.15123456212761682,G5480U120 530555309,G9001E102 G5480U138
829,LBTYK,LILAK,0.20354730180334207,G5480U120 530555309,G5480U153 G9001E128
838,LEN,LEN.B,0.9378040694476973,526057104,526057302
839,LEN.B,LEN,0.9378040694476973,526057302,526057104
850,LILA,LBTYA,0.2182489307023688,G9001E102 G5480U138,G5480U104 G61188101 530555101 530719103 530719202
851,LILA,LBTYB,0.014715545210602041,G9001E102 G5480U138,G5480U112 530555200
852,LILA,LBTYK,0.15123456212761682,G9001E102 G5480U138,G5480U120 530555309
854,LILA,LILAK,0.9686955917480005,G9001E102 G5480U138,G5480U153 G9001E128
855,LILAK,LBTYA,0.24148085892163246,G5480U153 G9001E128,G5480U104 G61188101 530555101 530719103 530719202
856,LILAK,LBTYB,0.018014524412697037,G5480U153 G9001E128,G5480U112 530555200
857,LILAK,LBTYK,0.20354730180334207,G5480U153 G9001E128,G5480U120 530555309
858,LILAK,LILA,0.9686955917480005,G5480U153 G9001E128,G9001E102 G5480U138
883,LSXMA,BATRA,0.26701506016477855,531229409,047726104
884,LSXMA,FWONA,0.1031575000004289,531229409,531229870 531229102 531229771
885,LSXMA,FWONK,0.327468907260645,531229409,531229854
902,MBOT,STEM,0.04101545125435166,85857R204 59503A204 59503A105 85857R303 85857R105 232923102,85859N102 855185104
931,MKC,MKC.V,0.7093447986813144,579780206,579780107
932,MKC.V,MKC,0.7093447986813144,579780107,579780206
935,MLAC,MLACU,0.884640477289864,G5859B117,G5859B125
936,MLACU,MLAC,0.884640477289864,G5859B125,G5859B117
944,MOG.A,MOG.B,0.0928680390386917,615394202,615394301
945,MOG.B,MOG.A,0.0928680390386917,615394301,615394202
965,MTRN,BW,0.0744736966307266,576690101 117421107,05614L100 05614L209
977,NAVI,SLM,0.3387804302426081,63938C108,78442P106 78442A109 90390U102
993,NHIC,NHICU,0.7536550474732527,651448102,651448201
994,NHICU,NHIC,0.7536550474732527,651448201,651448102
1028,NWS,FOX,0.055065612982242926,65249B208,35137L204
1029,NWS,FOXA,0.06553101795281994,65249B208,35137L105
1031,NWS,NWSA,0.8215865231817234,65249B208,65249B109
1032,NWSA,FOX,0.00997890983489417,65249B109,35137L204
1033,NWSA,FOXA,0.037359740176097424,65249B109,35137L105
1034,NWSA,NWS,0.8215865231817234,65249B109,65249B208
1046,OGCP,ESBA,0.23928628465022725,292102209,292102100
1047,OGCP,FISK,0.11406659610791742,292102209,292102308
1087,PAR,PTC,0.00013238490761931265,698884103,69370C100 699173209 699173100
1099,PCT,PCTTU,0.10260824285305889,74623V103 778675108,778675207 74623V202
1100,PCTTU,PCT,0.10260824285305889,778675207 74623V202,74623V103 778675108
1110,PHGE,PHGE.U,0.22877932165054593,09090D103 09090D301 15957A108,15957A207 09090D202
1111,PHGE.U,PHGE,0.22877932165054593,15957A207 09090D202,09090D103 09090D301 15957A108
1135,PRG,AAN,0.1757691267922283,002535300 74319R101 00258R109,00258W108
1148,PTC,PAR,0.00013238490761931265,69370C100 699173209 699173100,698884103
1173,RDI,RDIB,0.10759089614430464,755408101 172862104 172862302 172862203,755408200
1174,RDIB,RDI,0.10759089614430464,755408200,755408101 172862104 172862302 172862203
1207,RUSHA,RUSHB,0.6471299784620771,781846209 781846100,781846308
1208,RUSHB,RUSHA,0.6471299784620771,781846308,781846209 781846100
1228,SENEA,SENEB,0.14701474856077382,817070501 817070709,817070105
1229,SENEB,SENEA,0.14701474856077382,817070105,817070501 817070709
1253,SLM,NAVI,0.3387804302426081,78442P106 78442A109 90390U102,63938C108
1302,STEM,MBOT,0.04101545125435166,85859N102 855185104,85857R204 59503A204 59503A105 85857R303 85857R105 232923102
1318,SWBI,AOUT,0.04399625957508739,831754106 831756101 02874P103,02875D109
1330,TACO,TACOU,0.8962452085737808,245496104 52748T104,52748T203
1332,TACOU,TACO,0.8962452085737808,52748T203,245496104 52748T104
1336,TAP,TAP.A,0.18890540382520266,60871R209 217016104,60871R100
1337,TAP.A,TAP,0.18890540382520266,60871R100,60871R209 217016104
1346,TDAC,TDACU,0.8326464352494273,89615T106,89615T205
1347,TDACU,TDAC,0.8326464352494273,89615T205,89615T106
1357,TGE,DWSN,0.04864896001473323,874696107,239360100 872417308 872417100
1389,TT,IR,-0.017355679417365637,G8994E103 G47791101 G4776G101 456866102,45687V106 36555P107
1400,UA,UAA,0.9569684580684595,904311206,904311107
1401,UAA,UA,0.9569684580684595,904311107,904311206
1413,UONE,UONEK,0.060884613799400016,91705J105 75040P108,75040P405 91705J204
1414,UONEK,UONE,0.060884613799400016,75040P405 91705J204,91705J105 75040P108
1417,USB,ASRV,-0.01750159882255671,902973304 33763V109 319279105 319279501 855083101,03074A102 917292104
1427,VC,VTR,-0.0018994855157954663,92839U206,92276F100 922602107
1458,VTR,VC,-0.0018994855157954663,92276F100 922602107,92839U206
1504,WSO,WSO.B,0.18608708807634952,942622200,942622101
1505,WSO.B,WSO,0.18608708807634952,942622101,942622200
1526,Z,ZG,0.982924633409292,98954M200,98954M101 98954A107
1529,ZG,Z,0.982924633409292,98954M101 98954A107,98954M200
