,BookYield,SalesYield,CashYield,EarningsYield,FCFYield,OCFYield,MediumMomentum,Reversal,RND,ROE,ROA,LongTermGrowth,ShortTermGrowth,ShareBuyBack,DividendYield,LongTermInvestment,EarningsQuality,FinancialLeverage,CurrentRatio,ResidualRisk,Beta,Liquidity,Size,"Agricultural, Timber, Packaging & Building Materials",Automobiles & Auto Components,Banks,Capital Goods,Capital Markets,Chemicals,Commercial & Professional Services,Consumer Durables & Apparel,Consumer Services,Diversified Financials,Energy Equipment & Services,Food & Staple Retailing,"Food, Beverage & Tobacco",Health Insurance & Managed Care,Healthcare Equipment & Services,Household & Personal Products,Insurance,Internet Retail & Consumer Electronics,Media,Metals & Mining,Oil & Gas E&P,"Oil, Gas & Consumable Fuels","Pharmaceuticals, Biotechnology & Life Sciences",REIT,Real Estate Services,Retailing,Semiconductors & Semiconductor Equipment,Software & Services,Technology Hardware & Equipment,Telecom Services,Transportation,Utilities,cusip,issuer,permno,residual,PredictedBeta,PredictedVolatility
BRK.A,0.21930895210425008,-0.8703602567539893,0.0,0.996444682002609,0.0,0.0,-0.08355244142834078,-0.46145252623795013,0.019019296751199122,-0.35628680895808346,0.76680013645726,-0.9637386522591795,-0.8156882329171804,0.11195992825897812,-1.6261119319088262,-0.0,-0.0,-1.5275146809997353,0.0,-1.1247047906592647,-0.9345977475757278,-1.109779258952883,-2.1123261754074214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,084670108,Berkshire Hathaway Inc,119497,0.0097648358488742,0.5663094619589305,0.20059085946329552
BRK.B,0.21930895210425008,-0.8703602567539893,0.0,0.996444682002609,0.0,0.0,-0.03879540529037964,-0.41103277279787515,0.019019296751199122,-0.35628680895808346,0.76680013645726,-0.9637386522591795,-0.8156882329171804,0.09606355913864398,-1.6261119319088262,-0.0,-0.0,-1.5275146809997353,0.0,-1.1247047906592647,-1.0565723339874766,-1.109779258952883,-2.1123261754074214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,084670702 084670207,BERKSHIRE HATHAWAY INC,196523,0.008776571033702042,0.5339104102968585,0.19716710116812186
BRKL,0.6406687571657771,0.2001914792724977,0.0,-0.3814360180533507,0.0,0.0,0.09743817760241856,0.5085632937571579,0.019019296751199122,-0.15741418408769095,-0.058315958715215464,-0.2738397757692121,-0.9869167174170053,0.048486640371167816,2.1137423022896833,-0.0,-0.0,0.05795899740826723,0.0,-0.6848202894746125,-0.26179408527057524,-0.6659470750604803,1.2847201465442881,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11373M107 113739106,BROOKLINE BANCORP INC,196711,0.011241253267284108,0.9585200564364845,0.283438490839208
BRKR,0.12359110263881988,0.8110803725595467,-0.40054796064757164,-0.5284265136367932,-0.0365499170969056,-0.13212131099638727,-2.2932639371110053,0.8264239625083424,0.018787073236298128,-0.11686897389799637,-0.701040477370235,0.41444860698739233,0.4781607794109363,-0.6576916291674239,-0.155400971646695,0.8255784107705638,1.0088517532292482,0.5120388428869824,-0.9524947930679788,1.2340659415051927,0.38174764787725807,1.7587432837565355,1.0980054944260325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116794108 116795105,BRUKER CORP,196067,0.07401460816228717,1.18475506421453,0.39662175602110117
BRLS,-2.2057553762981796,-1.2398830121615854,-0.6872668018431574,-2.2130654023277296,-3.0,-2.18334782825027,-2.065895865146193,1.8582775666458453,0.005942184957239618,2.437506561841699,-2.048986470104464,0.0,1.2964871444438484,0.08915766673243902,-1.6797464072472692,0.7310716408856835,2.229825105617862,-1.4408411781206194,-0.763973357916018,2.613608714941296,-0.028015401034270273,-1.109779258952883,1.2847201465442881,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G6859L105 09973D105,BOREALIS FOODS INC,636115,0.48897792194362083,1.036405046497097,0.7472154121459103
BRLT,-0.8085620405572109,2.8581175757800263,2.87776183033091,-0.3001501786275979,1.978790734466839,1.8495188957098871,-2.0122062683127018,-1.0085543681006557,-0.2704532325099253,-0.7263556028954107,-1.40949836158343,0.0,-1.0385645676978164,-0.17049300513847718,-0.9521349535882092,1.1880245155796931,1.1316919515437085,3.0,0.5795714072649673,2.613608714941296,-0.11800564402143235,-1.109779258952883,1.2847201465442881,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109504100 35655L206,BRILLIANT EARTH GROUP INC,636256,0.19319839403986333,1.123900368655341,0.5412961146232449
BRN,0.944155828668535,2.730000060136743,0.6093464639638358,-2.8843585796316895,-3.0,0.06089586553579142,-1.5916997492825415,-0.2881136715842785,-0.040246385939131595,-2.5714607020425775,-2.284945779979148,0.018216572339030287,-1.7374730107032474,0.0884705796312234,-2.41744788538286,0.8249603599142331,1.5198278540239352,0.12205759615130513,-0.22126893781837653,2.613608714941296,-1.6339751264066884,-1.0663603627417222,1.2847201465442881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,068221100,BARNWELL INDUSTRIES INC,199913,0.2670508382967929,0.8054376644763376,0.6031606482750758
BRNS,3.0,0.2525608774705273,3.0,2.583464449891501,3.0,2.6496252681608365,-2.1433187196385775,-1.7479039614978933,1.2464389351340706,-2.182899084669621,-1.7356629071204455,2.5768630726221073,2.1892908299329243,-0.49203259974299157,-0.5312208868152624,2.194469584944028,2.4986747771924205,-0.5110222600200837,2.3867050796749543,2.613608714941296,-0.2547845739800439,2.764917573716972,1.2847201465442881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91864C107,BARINTHUS BIOTHERAPEUTICS PLC,634976,0.6791614044659631,0.9165460201435456,0.8715709524408686
BRO,0.7381922735804775,-0.13320812177412575,0.0,-0.39220787316024175,0.0,0.0,0.5030196528193246,0.8984338360987589,0.019019296751199122,-0.48523593277154453,-0.9708275871753468,0.4646433617030667,0.21362671375864825,-2.6517810400589155,-1.2345424607175584,-0.0,-0.9898002432761442,-0.12492994497491679,0.828763437803298,-0.8250010214639869,-0.9806942817543661,0.16941500590162056,-0.4577978535467564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115236101 730444106,BROWN & BROWN INC,199419,0.012004976172539667,0.5822580336011305,0.2109749497271142
BROS,0.013262339280700483,-0.46515226994204434,-0.1835440856112095,-1.4973744489127736,-0.8793977714030976,-0.7249489178791303,0.9450355583341111,1.6640742202278045,0.019019296751199122,0.010014729732697623,-1.9697383079293884,0.0,2.551002722680768,1.2802982487610373,-0.9521349535882092,-0.3534963181715237,-0.0746749410148952,0.9076946138235561,0.3249977582411565,1.9610839126141184,2.024062234572079,0.5614682555579634,0.6469939225204502,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26701L100,DUTCH BROS INC,636180,0.07641833966396527,1.7333707042136628,0.4652117497783346
BRSL,1.6096398361120658,0.00056050847186981,2.87776183033091,0.20900134272489804,1.978790734466839,0.9354785467244832,0.0,1.8160350494999842,0.0807354846680679,-0.20808472699353645,-1.096049579547302,-0.754057543430094,-1.4593085262906058,-0.0,2.724680943658753,-2.5838025869077117,-2.6477472454395543,1.003489898816016,0.14042199167094258,-0.6880075011207422,1.4327259487059951,0.7625340663373857,1.2847201465442881,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G4863A108,BRIGHTSTAR LOTTERY,166059,,1.339277816843814,0.4376024179491215
BRSP,2.086825921870081,0.14628561006930343,3.0,-1.1478630408760324,0.4535907141474771,-0.5594345853187709,-0.376627368415719,-0.0703972856125484,-0.017151293257215237,-0.5299776256331209,-0.595376262489743,-1.2556478387028993,-1.6902795260874868,0.17488022221823735,1.2521024686544397,1.5835836479344962,-0.0,0.15928905016115835,0.0,-0.28706850297239495,0.37289288548758354,-0.6954325694641381,1.2847201465442881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10949T109 19625T101 19626A101,BRIGHTSPIRE CAPITAL INC,120169,0.04580514138180386,0.9084157975688091,0.3218167070713614
BRT,1.146167377396291,0.5038851478849087,0.613363680493674,-0.3857521128833285,0.24286018339549367,-0.5334266333118056,-0.5565447369577681,0.7113175970888274,0.019019296751199122,-0.5463317154043968,-0.7658739093017641,2.166087915612828,-0.4328887962088035,-0.15962291708160245,1.2521024686544397,1.350826124724248,-0.0,0.47936592983424275,0.0,-0.3473553502839676,-1.0692233125668487,-1.109779258952883,1.2847201465442881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,055645303,BRT APARTMENTS CORP,199888,0.029821849749901607,0.5631380920529945,0.26735776963850844
BRTX,1.4387126683723648,-0.23697968797676322,0.32825749549187055,-1.903336901814991,-1.7820139750903512,-1.0132035770304104,-0.49019431437729316,1.4844372911210806,1.2464389351340706,-2.182899084669621,-1.7356629071204455,2.5768630726221073,2.1892908299329243,-1.7689997153571835,-0.5312208868152624,1.6156338063278262,2.4986747771924205,-0.38904591300839825,-0.4302152414438104,2.613608714941296,0.8598462394294051,0.4620910172895529,1.2847201465442881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,090655606 090655408 85857G109 090655101 090655309,BIORESTORATIVE THERAPIES INC,192616,0.25847254609745535,1.2605934393223865,0.58760802875375
BRX,-0.6893286124037014,0.0585319967447091,-0.25006872546657605,0.353968638178326,-0.524330616628782,-0.24842070726396184,-0.017458307445776065,-0.10987113937361032,0.019019296751199122,-0.024957679971473894,0.14571594536038437,-0.661047194166547,-0.15026549324604793,-0.18636184535272857,0.17811390149403653,-0.18062156953506311,-0.0,-0.13902785633623282,0.0,-0.9519214382296912,-0.6513233767010908,-0.40894267370871845,0.8145804873503285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11120U105,BRIXMOR PROPERTY GROUP INC,191389,0.014213480249191099,0.5884229078245943,0.21653675378260367
BRY,1.3321026538026437,3.0,1.0493579625088791,-2.5382215418915557,1.5624944468387554,0.22455364084352775,-1.5916997492825415,0.43115829322391636,-0.040246385939131595,-0.8150723874071206,-1.5477251096911309,-0.23729862316184805,-0.10488849241753115,-0.05744081218754633,1.7209353890751384,1.4470322277358252,-1.1623978879745893,0.040309595520519194,-0.30732957361835433,2.613608714941296,0.9761404903397936,0.13216280453994184,1.2847201465442881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,08579X101,BERRY CORP (BRY),116088,0.11302827976534392,1.5236990981520688,0.5253046685036201
BRZE,-0.032506767145807594,0.058009255653954234,-0.017725531654818858,-1.5844090009959577,-0.9009880143683427,-0.8478857154065009,-2.508615716754738,0.7595095583958864,0.6838726448098725,-1.6083475385148618,-2.193141107099645,0.0,1.0975020188792022,-0.5972675493359686,-0.3135495119025466,-0.443866345051518,-0.10233013500197363,-0.33704848989654523,-0.26164416813333347,1.2695912398320277,1.5001897489076539,0.23234240835838738,1.2847201465442881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10576N102,BRAZE INC,636739,0.07580211011931644,1.4763974520213492,0.42210417270326384
BSAAU,-1.0595029104202567,0.0,-0.6829379032248972,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-1.054558143818064,-1.1247047906592647,-1.6339751264066884,-1.109779258952883,1.2847201465442881,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BEST SPAC I ACQUISITION CORP,644590,,0.39063609110311154,0.2683519797569575
BSAC,-1.3807383843224732,-0.07893497418861639,0.0,-1.049209429717676,0.0,0.0,0.859623453284362,0.24547355488956937,0.0,0.0,0.0,0.0,0.0,0.09049128702794602,0.0,-0.0,-0.0,0.0,0.0,-0.6319930622550824,-0.9602228332758771,-1.109779258952883,0.5017020795582029,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05965X109,Banco Santander Chile,121520,0.05477641089811763,0.7570539701696386,0.3142426439750718
BSBK,0.6406687571657771,-0.3969271363595061,0.0,-2.258364921315276,0.0,0.0,0.27561121539812655,-1.6410969349021496,0.019019296751199122,-0.4703411384551424,-0.1838689007697613,-1.164381571420619,-1.3764850691270385,0.42200058698889376,-1.6261119319088262,-0.0,-0.0,-0.973296773106685,0.0,0.38672104203044555,-1.2812518409892864,-1.109779258952883,1.2847201465442881,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,097235105,BOGOTA FINANCIAL CORP,110241,0.08425784643408361,0.6452431319438816,0.3564558298062313
BSBR,0.6406687571657771,3.0,0.0,0.5343675179434388,0.0,0.0,0.1630704415675534,1.2449731978480676,0.0,0.0,0.0,0.0,0.0,0.05396279483024749,0.0,-0.0,-0.0,0.0,0.0,0.18681134233106556,-0.6847516322827394,-1.109779258952883,-0.5883300579487429,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05967A107,Banco Santander (Brasil) SA,119262,0.07605338407126527,1.0069120171297874,0.3743266553132955
BSET,3.0,2.8581175757800263,1.8041579801479306,-1.6460749459279207,0.17241457188850587,-0.3059475443566807,1.347557343727378,0.21379814700195318,-0.2704532325099253,-0.6369582518802642,-1.2780116469705642,-1.261470455720363,-1.146476444493779,0.2904411922387098,2.6769823880604213,1.2272070525015637,0.0972383844551053,-0.5380314771255397,0.316196907995827,0.8190069069980872,-1.6339751264066884,-0.649761233635514,1.2847201465442881,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,070203104,BASSETT FURNITURE INDUSTRIES INC,199911,0.11596319478542592,0.5665093616813132,0.39833501025194784
BSLK,-2.304949426475503,-1.0379591333152027,0.8276318797731066,-2.40008491600348,-2.5364395238721964,-1.9230250752357083,0.0,-0.3111004656998557,3.0,2.146524848082551,-1.9871576634324368,0.0,2.9950934751873524,-0.0,-1.1254412742172775,-2.773029786550116,-2.8569708081606318,-1.455250628357666,-1.2253827596981823,2.613608714941296,2.024062234572079,2.764917573716972,1.2847201465442881,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380799106 09769B107,BOLT PROJECTS HOLDINGS INC,634440,2.2475859836929573,1.788372709029992,1.5493560015192807
BSM,-1.781956996598174,-1.016699030071604,-0.549916257302866,0.20267386298149537,1.2265183730281874,-0.6599269191203564,0.11445099856448092,0.03304606456873809,0.3386368539222259,0.7581386693195366,2.02000709750253,-1.333942791760065,-1.7374730107032474,0.01783639935937758,1.7209353890751384,-1.1742162531605167,1.0129999570100667,-0.19763452797690864,0.062983385501966,-0.9440115940881161,-0.8430388481971757,-1.109779258952883,1.2847201465442881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,09225M101,BLACK STONE MINERALS LP,157185,0.03366378996756994,0.7145187795272891,0.3270122376308802
BSRR,0.2527219320316683,0.2001914792724977,0.0,1.0655051277179746,0.0,0.0,0.09076517310516383,0.7383951280648265,0.019019296751199122,0.09764398475649762,0.026456818176188456,-0.5327490570283608,-0.7646409959954268,1.0240329610698016,0.8012325402623213,-0.0,-0.0,0.32199631137319407,0.0,-0.031413534601335696,-0.04229315439946331,-1.109779258952883,1.2847201465442881,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82620P102,SIERRA BANCORP,195910,0.02847456132609444,1.1293062154779665,0.3384689982901115
BSVN,-1.2559601657120871,-0.12379458278058128,0.0,1.5523812700112982,0.0,0.0,-0.07295888536666294,-0.48958899944830114,0.019019296751199122,0.529614191111272,0.2710814859992842,1.6988917013059612,1.9135132859642663,-0.29089948598168874,-0.19414920430523996,-0.0,-0.0,-0.4977102273056892,0.0,0.09011172746491664,-0.01919924023584294,-1.109779258952883,1.2847201465442881,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06652N107,BANK7 CORP,114837,0.0380045172184518,1.0994180082260943,0.3337278685348416
BSX,-0.6433636806908234,-0.35449856529063156,-0.6631263289551453,-0.6465298004966459,-0.15792346355115067,-0.4549355058898666,1.2224906899256165,-0.8703088644038707,-0.3050662334299121,0.11007586085976985,-0.05505679699648968,0.21592303433590723,0.9217373987406506,-0.020102117559242867,-0.5312208868152624,0.8120345436446206,0.8941194714339467,-0.056359971105371415,-1.0463233391774562,-1.1247047906592647,-0.4395108005680487,-0.8952425941798419,-1.9849875056136979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101137107,BOSTON SCIENTIFIC CORP,197806,0.013833898050416182,0.7219641727541659,0.20785896967382284
BSY,-0.4981784254255103,-0.29034055826551625,-0.7374253995105803,-0.29516816803068757,-0.08581505475539021,-0.39180945295861325,0.04759394292745956,-0.9476644683519914,0.4198561747001539,0.5389898788591787,0.2748656561417311,-0.3468944334128149,-0.07576640616808862,-0.10724022820955233,-0.006802832139177817,0.7129230514809088,0.8434206248227857,0.18666664165493937,-1.3270194751982474,-0.5610377593406343,-0.4902732888014401,-0.9183716305780808,0.06818951410746531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,08265T208,BENTLEY SYSTEMS INC,596749,0.025625116987273783,0.7305675969285539,0.22995231991234205
BTAI,-1.1316359319569365,0.15229571721410076,3.0,-1.903336901814991,-1.7820139750903512,-1.0132035770304104,-2.1433187196385775,2.5543228803836127,1.2464389351340706,1.8829371496333085,-1.7356629071204455,2.5768630726221073,-0.4420972072479965,1.2802982487610373,-0.5312208868152624,2.1965085653811913,2.4986747771924205,-1.1626811221420557,-1.0239243775467946,2.613608714941296,1.304361527927423,2.764917573716972,1.2847201465442881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,09075P105 09075P204,BIOXCEL THERAPEUTICS INC,120385,0.7236205604891305,1.5567830055199576,0.9324108381171535
BTBD,2.584653475105497,2.678921167025227,0.6331679169208381,-2.49683041658401,-2.4196575275177676,-1.3796663003792713,-0.7527846006139031,-2.590415283765676,0.019019296751199122,-1.8616019740820244,-3.0,-0.3530832425157992,0.025446697497238446,0.29700662569375524,-0.9521349535882092,1.822451303802992,1.786151248155954,-0.25544488628107015,2.4064144438869315,2.613608714941296,-0.7159857956961722,-1.109779258952883,1.2847201465442881,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0557MQ206,BT BRANDS INC,636699,0.40962695287810696,0.9027045319403576,0.6782229160899454
BTBT,1.6651151251509035,-0.4930959245750655,0.0,-2.9344200816951935,0.0,0.0,-2.966098021519289,1.236344942183432,-0.3397234209138705,-1.6582907221133258,-2.041545483651051,2.705788515648938,2.236872258836066,-3.0,-1.531475832894834,-0.0,0.8046697652108106,-2.0590409636292137,1.7287848687450451,2.613608714941296,2.024062234572079,2.764917573716972,1.2847201465442881,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1144A105 G4027R104,BIT DIGITAL INC,119336,0.5631374608098745,1.925504138102331,0.8630515148646286
BTCM,3.0,0.00056050847186981,-0.5471569744724163,1.9899709351224824,0.0,0.0,-2.0122062683127018,-1.3521348884559794,0.0,0.0,0.0,-1.261470455720363,0.0,-3.0,0.0,-0.0,-0.0,0.0,0.1354911949443343,2.613608714941296,2.024062234572079,2.764917573716972,1.2847201465442881,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33829R100 055474100,BIT Mining Ltd,166954,0.44137653097677587,1.6681184733061605,0.778322869613871
BTCS,-0.36698729221823684,-0.7834083144478982,0.0,-2.9344200816951935,0.0,0.0,0.4785031110746314,-1.6929448200231125,2.545291418305236,-2.824967340553186,-2.041545483651051,2.705788515648938,2.236872258836066,-3.0,-1.6261119319088262,-0.0,1.2793394477625404,-2.088778143319655,3.0,2.613608714941296,2.024062234572079,2.764917573716972,1.2847201465442881,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05581M404 05581M206 05581M305 09173J100 05581M107,BTCS INC,108598,0.9755142397551664,1.8273077211005935,1.0698127302015432
BTCT,0.07706618807385739,-1.9218282092264,3.0,-2.018189694482863,-2.8839717169060974,-0.006191090647244912,1.6716366792626223,2.016558387621806,-0.006643178219169622,-0.9703215740763229,-2.2595321167553,0.0,0.0,-3.0,-1.6797464072472692,0.8055443436726929,-2.50868348345243,-0.9121041433275631,3.0,2.613608714941296,2.024062234572079,2.764917573716972,1.2847201465442881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G6055H114 28138X103 28138X202 G6055H148 G6055H155,BTC DIGITAL LTD,114010,0.6539923724125918,1.6419478410241644,0.8937700747494889
BTDR,0.7032544529361225,-0.1722700684514649,0.11104072837713579,-1.5844090009959577,0.0,0.0,0.5915265369734228,1.2244973498117404,2.2058997444084416,-2.248497022299723,-2.193141107099645,0.0,0.0,-3.0,0.0,-0.0,-0.0,0.09413278958764329,-0.6866121558292108,2.613608714941296,2.024062234572079,1.9119993073081512,1.2847201465442881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,G1195R106,BITDEER TECHNOLOGIES GROUP,635374,0.5637578842866893,1.7362990990246254,0.8402347286398183
BTE,1.3321026538026437,2.1468251484412,-0.5472682514811876,1.6024427720748022,1.5624944468387554,0.22455364084352775,-1.5916997492825415,-2.5956642732720816,-0.035388789083759704,-0.1986615857884399,-0.40057591612953,2.107923849820712,0.32127801556011754,0.8891521831666203,0.6689274279417284,0.909250731239203,-0.33000420384550383,-0.07179582363563815,-0.5015793052292232,2.171459878156456,1.1073817796072396,2.764917573716972,1.2847201465442881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,07317Q105 073176109,BAYTEX ENERGY CORP,123664,0.11582166926386196,1.5274392245173638,0.5343226318477328
BTG,1.0456560817131715,-0.5336917577938382,-0.10938897344170033,-2.40008491600348,-1.5435040218356788,0.1979081379808195,1.4841291635666698,0.31104394262225754,-0.2001158653829593,-1.639182140186136,-2.4324406869910193,-0.052602296537828865,0.08493391845157246,-0.10732291895465508,1.5142432834832398,-0.0,1.419571008264386,-0.29223301849785016,-0.8207612722402682,1.4650668113944636,-0.4134938907869005,2.2516496286556165,1.2847201465442881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11777Q209,B2Gold Corp,124651,0.13726419995086037,1.0110659720669315,0.4589062093544588
BTI,0.7392512861475944,-1.4439440503704721,-0.2924675799763056,-0.16064476208785824,0.0,0.0,1.5223834526326725,-1.9527230198035046,0.0,0.0,0.0,0.0,0.0,1.2802982487610373,0.0,-0.0,-0.0,0.0,-0.602399639442562,-0.8689250316166011,-1.6339751264066884,-1.109779258952883,-1.7342164164687646,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110448107 055270508,British American Tobacco plc,119360,0.024452358944219117,0.13031085613556312,0.2082299047302426
BTM,-1.4431429385996406,3.0,0.0,-0.3483274327248075,0.0,0.0,1.4349918895350195,2.609282021858393,-0.3397234209138705,0.5591883344819438,-2.041545483651051,0.0,-1.886018297248582,-1.3007842154913425,-1.6261119319088262,-0.0,0.08805999373876255,-2.9135273827936943,-0.47092355409131853,2.613608714941296,2.024062234572079,1.8605985593430854,1.2847201465442881,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36263W105 09174P105,BITCOIN DEPOT INC,638201,0.6167718757873695,2.1987450508190918,0.9231548318938632
BTMD,-1.0422969740027552,0.1187866718706146,1.2279477888449255,2.583464449891501,1.3897596002716577,1.4096909311588341,-2.135006612914332,0.10562471844153777,0.019019296751199122,-1.3874570673357107,1.5784859625328183,-0.49754660923317706,-0.34680529226749096,1.2802982487610373,-0.5312208868152624,-0.7251988602398258,1.6225017215210504,-1.2720697981642357,-1.0723348620643494,2.613608714941296,-0.2910855808253276,-1.109779258952883,1.2847201465442881,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090683103 42087R108,BIOTE CORP,634031,0.21271042139246293,0.8449037097612453,0.5315111487520102
BTMWW,0.0,0.0,0.0,0.0,0.0,0.0,1.5537843717433195,1.703427670361722,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,2.613608714941296,0.5559368899738054,0.0,-0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36263W121,BITCOIN DEPOT INC,638469,2.2967742989854503,1.500875049919048,1.5485835198896998
BTOC,0.6820809113757795,1.7481519966088543,0.5504613727294217,-2.134048711155966,-3.0,-2.038135885513373,-1.3478026266381866,-1.3358745970037866,0.019019296751199122,-2.476587555579661,-2.3981512786142014,0.0,0.3159110186365941,-0.11560473711030707,-0.7439769895994212,0.48682993065222135,0.19556776374411153,0.9375556514050365,-0.76298501056473,2.613608714941296,1.5261200998015552,-1.109779258952883,1.2847201465442881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,042255109,ARMLOGI HOLDING CORP,641793,0.7088215471008511,1.6318004543956974,0.9169736914666432
BTOG,-2.2057553762981796,0.0,-0.632224435654582,-2.2130654023277296,0.0,0.0,-2.065895865146193,-2.4439492752356604,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,-0.0,-0.0,0.0,0.39793430590498624,2.613608714941296,2.024062234572079,2.764917573716972,1.2847201465442881,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G21621100,BIT ORIGIN LTD,110582,1.3328182582495829,1.3570807152416697,1.197846743801852
